id_hospital,nome,telemovel,emergencia,ehr,cod_postal,estado,cidade,morada,id_tipo,id_dono
150112,"COLUMBUS REGIONAL HOSPITAL",8123794441,VERDADEIRO,VERDADEIRO,47201,IN,COLUMBUS,"2400 E 17TH ST",1,3
150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY",7652984242,VERDADEIRO,VERDADEIRO,46011,IN,ANDERSON,"1515 N MADISON AVE",1,10
150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER",8129962345,VERDADEIRO,VERDADEIRO,47546,IN,JASPER,"800 W 9TH ST",1,8
150125,"COMMUNITY HOSPITAL",2198361600,VERDADEIRO,VERDADEIRO,46321,IN,MUNSTER,"901 MACARTHUR BLVD",1,10
150126,"FRANCISCAN HEALTH CROWN POINT",2197576100,VERDADEIRO,VERDADEIRO,46307,IN,"CROWN POINT","1201 S MAIN ST",1,8
150128,"COMMUNITY HOSPITAL SOUTH",3178877000,VERDADEIRO,VERDADEIRO,46227,IN,INDIANAPOLIS,"1402 E COUNTY LINE RD S",1,10
150133,"KOSCIUSKO COMMUNITY HOSPITAL",5742673200,VERDADEIRO,VERDADEIRO,46580,IN,WARSAW,"2101 E DUBOIS DR",1,6
150146,"PARKVIEW NOBLE HOSPITAL",2603478700,VERDADEIRO,VERDADEIRO,46755,IN,KENDALLVILLE,"401 SAWYER RD",1,10
150149,"WOMEN'S HOSPITAL THE",8128424200,VERDADEIRO,VERDADEIRO,47630,IN,NEWBURGH,"4199 GATEWAY BLVD",1,6
150150,"DUPONT HOSPITAL LLC",2604163000,VERDADEIRO,VERDADEIRO,46825,IN,"FORT WAYNE","2520 E DUPONT RD",1,6
150153,"ST VINCENT HEART CENTER OF INDIANA LLC",3175835000,VERDADEIRO,VERDADEIRO,46290,IN,INDIANAPOLIS,"10580 N MERIDIAN ST",1,6
150157,"ST VINCENT CARMEL HOSPITAL INC",3175827000,VERDADEIRO,VERDADEIRO,46032,IN,CARMEL,"13500 N MERIDIAN ST",1,8
150158,"IU HEALTH WEST HOSPITAL",3172173000,VERDADEIRO,VERDADEIRO,46123,IN,AVON,"1111 N RONALD REAGAN PKWY",1,6
150160,"ORTHOINDY HOSPITAL",3179561000,FALSO,,46278,IN,INDIANAPOLIS,"8400 NORTHWEST BLVD",1,5
150161,"INDIANA UNIVERSITY HEALTH NORTH HOSPITAL",3176882000,VERDADEIRO,VERDADEIRO,46032,IN,CARMEL,"11700 N MERIDIAN ST",1,6
150162,"FRANCISCAN HEALTH INDIANAPOLIS",3175285000,VERDADEIRO,VERDADEIRO,46237,IN,INDIANAPOLIS,"8111 S EMERSON AVE",1,8
150165,"FRANCISCAN HEALTH MUNSTER",2199224200,FALSO,VERDADEIRO,46321,IN,MUNSTER,"701 SUPERIOR AVE",1,10
150166,"PINNACLE HOSPITAL",2197562100,FALSO,,46307,IN,"CROWN POINT","9301 CONNECTICUT DR",1,5
150167,"ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC",2606724050,VERDADEIRO,VERDADEIRO,46845,IN,"FORT WAYNE","11130 PARKVIEW CIRCLE DR",1,10
150168,"THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR",2604352999,FALSO,VERDADEIRO,46804,IN,"FORT WAYNE","7952 W JEFFERSON BLVD",1,6
150169,"COMMUNITY HOSPITAL NORTH",3176215335,VERDADEIRO,VERDADEIRO,46256,IN,INDIANAPOLIS,"7150 CLEARVISTA DR",1,10
150172,"PHYSICIANS' MEDICAL CENTER LLC",8122067660,FALSO,VERDADEIRO,47150,IN,"NEW ALBANY","4023 REAS LN",1,5
150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL",7654488000,VERDADEIRO,VERDADEIRO,47905,IN,LAFAYETTE,"5165 MCCARTY LN",1,10
150175,"THE HEART HOSPITAL AT DEACONESS GATEWAY LLC",8128424784,FALSO,VERDADEIRO,47630,IN,NEWBURGH,"4007 GATEWAY BLVD",1,6
150176,"KENTUCKIANA MEDICAL CENTER LLC",8122803300,FALSO,VERDADEIRO,47129,IN,CLARKSVILLE,"4601 MEDICAL PLAZA WAY",1,6
150177,"UNITY MEDICAL AND SURGICAL HOSPITAL",5742316800,FALSO,VERDADEIRO,46545,IN,MISHAWAKA,"4455 EDISON LAKES PKWY",1,6
150179,FAIRBANKS,3178498222,FALSO,VERDADEIRO,46256,IN,INDIANAPOLIS,"8102 CLEARVISTA PARKWAY",1,10
150181,"ST VINCENT FISHERS HOSPITAL INC",3174159000,VERDADEIRO,VERDADEIRO,46037,IN,FISHERS,"13861 OLIO ROAD",1,10
150182,"FRANCISCAN HEALTH CARMEL",3177054500,FALSO,VERDADEIRO,46032,IN,CARMEL,"12188 B NORTH MERIDIAN STREET",1,8
150183,"MONROE HOSPITAL",8128251111,VERDADEIRO,VERDADEIRO,47403,IN,BLOOMINGTON,"4011 S MONROE MEDICAL PARK BLVD",1,6
151300,"COMMUNITY HOSPITAL OF BREMEN INC",5745462211,VERDADEIRO,VERDADEIRO,46506,IN,BREMEN,"1020 HIGH RD",3,10
151301,"ST VINCENT RANDOLPH HOSPITAL INC",7655840004,VERDADEIRO,VERDADEIRO,47394,IN,WINCHESTER,"473 E GREENVILLE AVE",3,10
151302,"INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL",7653480300,VERDADEIRO,VERDADEIRO,47348,IN,"HARTFORD CITY","410 PILGRIM BLVD",3,10
151303,"ST VINCENT JENNINGS HOSPITAL INC",8123524200,VERDADEIRO,VERDADEIRO,47265,IN,"NORTH VERNON","301 HENRY ST",3,8
151304,"RUSH MEMORIAL HOSPITAL",7659327513,VERDADEIRO,VERDADEIRO,46173,IN,RUSHVILLE,"1300 N MAIN ST",3,3
151305,"PULASKI MEMORIAL HOSPITAL",5749462100,VERDADEIRO,VERDADEIRO,46996,IN,WINAMAC,"616 E 13TH ST",3,3
151306,"INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL",8127232811,VERDADEIRO,VERDADEIRO,47454,IN,PAOLI,"642 W HOSPITAL RD",3,10
151307,"ST VINCENT WILLIAMSPORT HOSPITAL INC",7657624000,VERDADEIRO,VERDADEIRO,47993,IN,WILLIAMSPORT,"412 N MONROE ST",3,8
151308,"ST VINCENT MERCY HOSPITAL",7655524743,VERDADEIRO,VERDADEIRO,46036,IN,ELWOOD,"1331 S A ST",3,8
151309,"ST VINCENT CLAY HOSPITAL INC",8124422500,VERDADEIRO,VERDADEIRO,47834,IN,BRAZIL,"1206 E NATIONAL AVE",3,10
151310,"PARKVIEW WABASH HOSPITAL, INC",2605692160,VERDADEIRO,VERDADEIRO,46992,IN,WABASH,"710 N EAST ST",3,10
151311,"INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC",7656758500,VERDADEIRO,VERDADEIRO,46072,IN,TIPTON,"1000 S MAIN ST",3,9
151312,"INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL",5745837111,VERDADEIRO,VERDADEIRO,47960,IN,MONTICELLO,"720 SOUTH SIXTH ST",3,10
151313,"WOODLAWN HOSPITAL",5742233141,VERDADEIRO,VERDADEIRO,46975,IN,ROCHESTER,"1400 E 9TH ST",3,3
151314,"ST VINCENT SALEM HOSPITAL INC",8128835881,VERDADEIRO,VERDADEIRO,47167,IN,SALEM,"911 N SHELBY ST",3,10
151315,"CAMERON MEMORIAL COMMUNITY HOSPITAL INC",2606652141,VERDADEIRO,VERDADEIRO,46703,IN,ANGOLA,"416 E MAUMEE ST",3,10
151316,"ST VINCENT FRANKFORT HOSPITAL INC",7656563000,VERDADEIRO,VERDADEIRO,46041,IN,FRANKFORT,"1300 S JACKSON ST",3,8
151317,"GREENE COUNTY GENERAL HOSPITAL",8128472281,VERDADEIRO,VERDADEIRO,47441,IN,LINTON,"1185 N 1000 W",3,3
151318,"DUKES MEMORIAL HOSPITAL",7654728000,VERDADEIRO,VERDADEIRO,46970,IN,PERU,"275 W 12TH ST",3,10
151319,"GIBSON GENERAL HOSPITAL",8123853401,VERDADEIRO,VERDADEIRO,47670,IN,PRINCETON,"1808 SHERMAN DR",3,10
151320,"JAY COUNTY HOSPITAL",2607267131,VERDADEIRO,VERDADEIRO,47371,IN,PORTLAND,"500 W VOTAW ST",3,3
151322,"PERRY COUNTY MEMORIAL HOSPITAL",8125477011,VERDADEIRO,VERDADEIRO,47586,IN,"TELL CITY","8885 SR 237",3,9
151323,"PARKVIEW LAGRANGE HOSPITAL",2604639000,VERDADEIRO,VERDADEIRO,46761,IN,LAGRANGE,"207 N TOWNLINE RD",3,10
151324,"FRANCISCAN HEALTH RENSSELAER, INC",2198665141,VERDADEIRO,VERDADEIRO,47978,IN,RENSSELAER,"1104 E GRACE ST",3,10
151325,"ST VINCENT WARRICK",8128974800,VERDADEIRO,VERDADEIRO,47601,IN,BOONVILLE,"1116 MILLIS AVE",3,10
151326,"UNION HOSPITAL CLINTON",7658321234,VERDADEIRO,VERDADEIRO,47842,IN,CLINTON,"801 S MAIN ST",3,10
151327,"SULLIVAN COUNTY COMMUNITY HOSPITAL",8122684311,VERDADEIRO,VERDADEIRO,47882,IN,SULLIVAN,"2200 N SECTION ST",3,3
151328,"INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL",8122751200,VERDADEIRO,VERDADEIRO,47421,IN,BEDFORD,"2900 W 16TH ST",3,10
151329,"MARGARET MARY HEALTH",8129346624,VERDADEIRO,VERDADEIRO,47006,IN,BATESVILLE,"321 MITCHELL AVE",3,10
151330,"ADAMS MEMORIAL HOSPITAL",2607242145,VERDADEIRO,VERDADEIRO,46733,IN,DECATUR,"1100 MERCER AVE",3,3
151331,"HARRISON COUNTY HOSPITAL",8127384251,VERDADEIRO,VERDADEIRO,47112,IN,CORYDON,"1141 HOSPITAL DR NW",3,3
151332,"DECATUR COUNTY MEMORIAL HOSPITAL",8126634331,VERDADEIRO,VERDADEIRO,47240,IN,GREENSBURG,"720 N LINCOLN ST",3,3
151333,"PUTNAM COUNTY HOSPITAL",7656535121,VERDADEIRO,VERDADEIRO,46135,IN,GREENCASTLE,"1542 S BLOOMINGTON ST",3,3
151334,"SCOTT MEMORIAL HOSPITAL",8127523456,VERDADEIRO,VERDADEIRO,47170,IN,SCOTTSBURG,"1451 N GARDNER ST",3,6
151335,"ST VINCENT DUNN HOSPITAL INC",8122753331,VERDADEIRO,VERDADEIRO,47421,IN,BEDFORD,"1600 23RD ST",3,10
160001,"CENTRAL IOWA HEALTHCARE",6417545151,VERDADEIRO,VERDADEIRO,50158,IA,MARSHALLTOWN,"3 S 4TH AVE",1,10
160005,"ST ANTHONY REGIONAL HOSPITAL & NURSING HOME",7127923581,VERDADEIRO,VERDADEIRO,51401,IA,CARROLL,"311 SOUTH CLARK STREET",1,8
160008,"KEOKUK AREA HOSPITAL",3195247150,VERDADEIRO,VERDADEIRO,52632,IA,KEOKUK,"1600 MORGAN STREET",1,10
160013,"TRINITY MUSCATINE",5632649100,VERDADEIRO,VERDADEIRO,52761,IA,MUSCATINE,"1518 MULBERRY AVENUE",1,10
160016,"TRINITY REGIONAL MEDICAL CENTER",5155733101,VERDADEIRO,VERDADEIRO,50501,IA,"FORT DODGE","802 KENYON RD",1,10
160024,"IOWA LUTHERAN HOSPITAL",5152635612,VERDADEIRO,VERDADEIRO,50316,IA,"DES MOINES","700 EAST UNIVERSITY AVENUE",1,10
160028,"CHI HEALTH MERCY COUNCIL BLUFFS",7123285000,VERDADEIRO,VERDADEIRO,51503,IA,"COUNCIL BLUFFS","800 MERCY DRIVE",1,10
160029,"MERCY HOSPITAL",3193390300,VERDADEIRO,VERDADEIRO,52245,IA,"IOWA CITY","500 E MARKET STREET",1,8
160030,"MARY GREELEY MEDICAL CENTER",5152392011,VERDADEIRO,VERDADEIRO,50010,IA,AMES,"1111 DUFF AVENUE",1,3
160032,"SKIFF MEDICAL CENTER",6417921273,VERDADEIRO,VERDADEIRO,50208,IA,NEWTON,"204 N 4TH AVE E",1,3
160033,"GENESIS MEDICAL CENTER-DAVENPORT",5634211000,VERDADEIRO,VERDADEIRO,52803,IA,DAVENPORT,"1227 EAST RUSHOLME STREET",1,9
160040,"SARTORI MEMORIAL HOSPITAL",3192683000,VERDADEIRO,VERDADEIRO,50613,IA,"CEDAR FALLS","515 COLLEGE STREET",1,8
160045,"ST LUKES HOSPITAL",3193697211,VERDADEIRO,VERDADEIRO,52402,IA,"CEDAR RAPIDS","1026 A AVE NE",1,10
160047,"METHODIST JENNIE EDMUNDSON",7123966000,VERDADEIRO,VERDADEIRO,51503,IA,"COUNCIL BLUFFS","933 EAST PIERCE STREET",1,10
160057,"GREAT RIVER MEDICAL CENTER",3197681000,VERDADEIRO,VERDADEIRO,52655,IA,"WEST BURLINGTON","1221 SOUTH GEAR AVENUE",1,10
160058,"UNIVERSITY OF IOWA HOSPITAL & CLINICS",3193561616,VERDADEIRO,VERDADEIRO,52242,IA,"IOWA CITY","200 HAWKINS DRIVE",1,4
160064,"MERCY MEDICAL CENTER-NORTH IOWA",6414287000,VERDADEIRO,VERDADEIRO,50401,IA,"MASON CITY","1000 FOURTH STREET SW",1,10
160067,"COVENANT MEDICAL CENTER",3192728000,VERDADEIRO,VERDADEIRO,50702,IA,WATERLOO,"3421 WEST NINTH STREET",1,10
160069,"MERCY MEDICAL CENTER-DUBUQUE",5635898000,VERDADEIRO,VERDADEIRO,52001,IA,DUBUQUE,"250 MERCY DRIVE",1,8
160079,"MERCY MEDICAL CENTER - CEDAR RAPIDS",3193986011,VERDADEIRO,VERDADEIRO,52403,IA,"CEDAR RAPIDS","701 10TH STREET SE",1,8
160080,"MERCY MEDICAL CENTER-CLINTON",5632445555,VERDADEIRO,VERDADEIRO,52732,IA,CLINTON,"1410 NORTH 4TH STREET",1,10
160082,"IOWA METHODIST MEDICAL CENTER",5152416212,VERDADEIRO,VERDADEIRO,50309,IA,"DES MOINES","1200 PLEASANT STREET",1,10
160083,"MERCY MEDICAL CENTER-DES MOINES",5152473121,VERDADEIRO,VERDADEIRO,50314,IA,"DES MOINES","1111 6TH AVE",1,10
160089,"OTTUMWA REGIONAL HEALTH CENTER",6416827511,VERDADEIRO,VERDADEIRO,52501,IA,OTTUMWA,"1001 E PENNSYLVANIA",1,6
160101,"BROADLAWNS MEDICAL CENTER",5152822200,VERDADEIRO,VERDADEIRO,50314,IA,"DES MOINES","1801 HICKMAN ROAD",1,3
160104,"UNITY POINT HEALTH TRINITY",5637425000,VERDADEIRO,VERDADEIRO,52722,IA,BETTENDORF,"4500 UTICA RIDGE ROAD",1,10
160110,"ALLEN HOSPITAL",3192353941,VERDADEIRO,VERDADEIRO,50703,IA,WATERLOO,"1825 LOGAN AVENUE",1,10
160112,"SPENCER MUNICIPAL HOSPITAL",7122648300,VERDADEIRO,VERDADEIRO,51301,IA,SPENCER,"1200 1ST AVENUE EAST",1,3
160117,"FINLEY HOSPITAL",5635821881,VERDADEIRO,VERDADEIRO,52001,IA,DUBUQUE,"350 NORTH GRANDVIEW AVENUE",1,10
160122,"FORT MADISON COMMUNITY HOSPITAL",3193726530,VERDADEIRO,VERDADEIRO,52627,IA,"FORT MADISON","5445 AVE O",1,10
160124,"LAKES REGIONAL HEALTHCARE",7123361230,VERDADEIRO,VERDADEIRO,51360,IA,"SPIRIT LAKE","2301 HIGHWAY 71",1,9
160146,"ST LUKES REGIONAL MEDICAL CENTER",7122793500,VERDADEIRO,VERDADEIRO,51104,IA,"SIOUX CITY","2720 STONE PARK BOULEVARD",1,10
160147,"GRINNELL REGIONAL MEDICAL CENTER",6412367511,VERDADEIRO,VERDADEIRO,50112,IA,GRINNELL,"210 FOURTH AVENUE",1,10
160153,"MERCY MEDICAL CENTER-SIOUX CITY",7122792010,VERDADEIRO,VERDADEIRO,51101,IA,"SIOUX CITY","801 5TH ST",1,10
161300,"BAUM HARMON MERCY HOSPITAL",7129572300,VERDADEIRO,VERDADEIRO,51245,IA,PRIMGHAR,"255 N WELCH AVENUE",3,8
161301,"IOWA SPECIALTY HOSPITAL - BELMOND",6414443223,VERDADEIRO,VERDADEIRO,50421,IA,BELMOND,"403 FIRST STREET SE",3,3
161302,"IOWA SPECIALTY HOSPITAL-CLARION",5155322811,VERDADEIRO,VERDADEIRO,50525,IA,CLARION,"1316 SOUTH MAIN STREET",3,3
161303,"GRUNDY COUNTY MEMORIAL HOSPITAL",3198245421,VERDADEIRO,VERDADEIRO,50638,IA,"GRUNDY CENTER","201 EAST J AVENUE",3,9
161304,"CHI HEALTH  - MERCY CORNING",6413223121,VERDADEIRO,VERDADEIRO,50841,IA,CORNING,"603 ROSARY DRIVE",3,10
161305,"POCAHONTAS COMMUNITY HOSPITAL",7123353501,VERDADEIRO,VERDADEIRO,50574,IA,POCAHONTAS,"606 N W 7TH STREET",3,3
161306,"JONES REGIONAL MEDICAL CENTER",3194626131,VERDADEIRO,VERDADEIRO,52205,IA,ANAMOSA,"1795 HIGHWAY 64 EAST",3,10
161307,"HANCOCK COUNTY HEALTH SYSTEM",6418435000,VERDADEIRO,VERDADEIRO,50423,IA,BRITT,"532 1ST ST NW",3,9
161308,"FRANKLIN GENERAL HOSPITAL",6414565000,VERDADEIRO,VERDADEIRO,50441,IA,HAMPTON,"1720 CENTRAL AVENUE EAST",3,3
161309,"CHI HEALTH MISSOURI VALLEY",7126422784,VERDADEIRO,VERDADEIRO,51555,IA,"MISSOURI VALLEY","631 N 8TH ST",3,10
161310,"ADAIR COUNTY MEMORIAL HOSPITAL",6417432123,VERDADEIRO,VERDADEIRO,50849,IA,GREENFIELD,"609 SE KENT",3,3
161311,"HAWARDEN REGIONAL HEALTHCARE",7125513100,VERDADEIRO,VERDADEIRO,51023,IA,HAWARDEN,"1111 11TH STREET",3,3
161312,"GUTTENBERG MUNICIPAL HOSPITAL",5632521121,VERDADEIRO,VERDADEIRO,52052,IA,GUTTENBERG,"200 MAIN STREET",3,3
161313,"GENESIS MEDICAL CENTER-DEWITT",5636594200,VERDADEIRO,VERDADEIRO,52742,IA,DEWITT,"1118 11TH STREET",3,10
161314,"GUTHRIE COUNTY HOSPITAL",6413322201,VERDADEIRO,VERDADEIRO,50115,IA,"GUTHRIE CENTER","710 NORTH 12TH STREET",3,3
161315,"KEOKUK COUNTY HEALTH CENTER",6416222720,VERDADEIRO,VERDADEIRO,52591,IA,SIGOURNEY,"23019 HIGHWAY 149",3,9
161316,"GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS",5634223811,VERDADEIRO,VERDADEIRO,52175,IA,"WEST UNION","112 JEFFERSON STREET",3,10
161317,"MARENGO MEMORIAL HOSPITAL",3196425543,VERDADEIRO,VERDADEIRO,52301,IA,MARENGO,"300 W MAY ST",3,9
161318,"VETERANS MEMORIAL HOSPITAL",5635683411,VERDADEIRO,VERDADEIRO,52172,IA,WAUKON,"40 1ST STREET SE",3,3
161319,"CENTRAL COMMUNITY HOSPITAL",5632457000,VERDADEIRO,VERDADEIRO,52043,IA,ELKADER,"901 DAVIDSON STREET NW",3,10
161320,"COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER",5635783275,VERDADEIRO,VERDADEIRO,50674,IA,SUMNER,"909 WEST FIRST STREET",3,10
161321,"SANFORD ROCK RAPIDS MEDICAL CENTER",7124722591,VERDADEIRO,VERDADEIRO,51246,IA,"ROCK RAPIDS","801 SOUTH GREENE STREET",3,10
161322,"DALLAS COUNTY HOSPITAL",5154653547,VERDADEIRO,VERDADEIRO,50220,IA,PERRY,"610 TENTH STREET",3,9
161323,"MITCHELL COUNTY REGIONAL HEALTH",6417326000,VERDADEIRO,VERDADEIRO,50461,IA,OSAGE,"616 NORTH EIGHTH STREET",3,9
161324,"GEORGE C GRAPE COMMUNITY HOSPITAL",7123821515,VERDADEIRO,VERDADEIRO,51640,IA,HAMBURG,"2959 US HIGHWAY 275",3,6
161325,"GREENE COUNTY MEDICAL CENTER",5153862114,VERDADEIRO,VERDADEIRO,50129,IA,JEFFERSON,"1000 WEST LINCOLNWAY",3,3
161326,"MADISON COUNTY MEMORIAL HOSPITAL",5154622373,VERDADEIRO,VERDADEIRO,50273,IA,WINTERSET,"300 WEST HUTCHINGS STREET",3,3
161327,"DAVIS COUNTY HOSPITAL",6416642145,VERDADEIRO,VERDADEIRO,52537,IA,BLOOMFIELD,"509 NORTH MADISON STREET",3,3
161328,"REGIONAL HEALTH SERVICES OF HOWARD COUNTY",5635472101,VERDADEIRO,VERDADEIRO,52136,IA,CRESCO,"235 8TH AVENUE WEST",3,9
161329,"JACKSON COUNTY REGIONAL HEALTH CENTER",5636522474,VERDADEIRO,VERDADEIRO,52060,IA,MAQUOKETA,"700 W GROVE ST",3,3
161330,"AUDUBON COUNTY MEMORIAL HOSPITAL",7125632611,VERDADEIRO,VERDADEIRO,50025,IA,AUDUBON,"515 PACIFIC STREET",3,3
161331,"MERCY MEDICAL CENTER-NEW HAMPTON",6413944121,VERDADEIRO,VERDADEIRO,50659,IA,"NEW HAMPTON","308 NORTH MAPLE AVENUE",3,8
161332,"MANNING REGIONAL HEALTHCARE CENTER",7126552072,VERDADEIRO,VERDADEIRO,51455,IA,MANNING,"1550 SIXTH STREET",3,10
161333,"STORY COUNTY HOSPITAL",5153822111,VERDADEIRO,VERDADEIRO,50201,IA,NEVADA,"640 SOUTH 19TH STREET",3,3
161334,"HUMBOLDT COUNTY MEMORIAL HOSPITAL",5153324200,VERDADEIRO,VERDADEIRO,50548,IA,HUMBOLDT,"1000 NORTH 15TH STREET",3,9
161335,"BUCHANAN COUNTY HEALTH CENTER",3193320999,VERDADEIRO,VERDADEIRO,50644,IA,INDEPENDENCE,"1600 FIRST ST EAST",3,9
161336,"HEGG MEMORIAL HEALTH CENTER",7124768000,VERDADEIRO,VERDADEIRO,51247,IA,"ROCK VALLEY","1202 21ST AVENUE",3,10
161337,"VAN BUREN COUNTY HOSPITAL",3192933171,VERDADEIRO,VERDADEIRO,52565,IA,KEOSAUQUA,"304 FRANKLIN STREET",3,3
161338,"MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN",3192836000,VERDADEIRO,VERDADEIRO,50662,IA,OELWEIN,"201 EIGHTH AVENUE SE",3,8
161339,"WAVERLY HEALTH CENTER",3193524120,VERDADEIRO,VERDADEIRO,50677,IA,WAVERLY,"312  9TH STREET SW",3,3
161340,"DECATUR COUNTY HOSPITAL",6414464871,VERDADEIRO,VERDADEIRO,50144,IA,LEON,"1405 NW CHURCH STREET",3,1
161341,"LUCAS COUNTY HEALTH CENTER",6417743000,VERDADEIRO,VERDADEIRO,50049,IA,CHARITON,"1200 NORTH 7TH STREET",3,9
161342,"MONROE COUNTY HOSPITAL",6419322134,VERDADEIRO,VERDADEIRO,52531,IA,ALBIA,"6580 165TH STREET",3,9
161343,"REGIONAL MEDICAL CENTER",5639273232,VERDADEIRO,VERDADEIRO,52057,IA,MANCHESTER,"709 W MAIN STREET",3,6
161344,"WASHINGTON COUNTY HOSPITAL AND CLINICS",3196535481,VERDADEIRO,VERDADEIRO,52353,IA,WASHINGTON,"400 EAST POLK STREET",3,9
161345,"OSCEOLA COMMUNITY HOSPITAL",7127542574,VERDADEIRO,VERDADEIRO,51249,IA,SIBLEY,"600 9TH AVENUE NORTH",3,10
161346,"SIOUX CENTER HEALTH",7127221271,VERDADEIRO,VERDADEIRO,51250,IA,"SIOUX CENTER","1101 9TH STREET SE",3,10
161347,"FLOYD COUNTY MEDICAL CENTER",6412286830,VERDADEIRO,VERDADEIRO,50616,IA,"CHARLES CITY","800 11TH ST",3,9
161348,"CLARKE COUNTY HOSPITAL",6413422184,VERDADEIRO,VERDADEIRO,50213,IA,OSCEOLA,"800 S FILLMORE ST",3,9
161349,"VIRGINIA GAY HOSPITAL",3194726200,VERDADEIRO,VERDADEIRO,52349,IA,VINTON,"502 NORTH 9TH AVENUE",3,10
161350,"STEWART MEMORIAL COMMUNITY HOSPITAL",7124643171,VERDADEIRO,VERDADEIRO,51449,IA,"LAKE CITY","1301 WEST MAIN STREET",3,10
161351,"AVERA HOLY FAMILY HOSPITAL",7123622631,VERDADEIRO,VERDADEIRO,51334,IA,ESTHERVILLE,"826 NORTH 8TH STREET",3,8
161352,"CLARINDA REGIONAL HEALTH CENTER",7125422176,VERDADEIRO,VERDADEIRO,51632,IA,CLARINDA,"220 ESSIE DAVISON DRIVE",3,3
161353,"KOSSUTH REGIONAL HEALTH CENTER",5152952451,VERDADEIRO,VERDADEIRO,50511,IA,ALGONA,"1515 SOUTH PHILLIPS STREET",3,3
161354,"HORN MEMORIAL HOSPITAL",7123643311,VERDADEIRO,VERDADEIRO,51445,IA,"IDA GROVE","701 E 2ND ST",3,10
161355,"KNOXVILLE HOSPITAL & CLINICS",6418422151,VERDADEIRO,VERDADEIRO,50138,IA,KNOXVILLE,"1002 SOUTH LINCOLN STREET",3,10
161356,"HENRY COUNTY HEALTH CENTER",3193853141,VERDADEIRO,VERDADEIRO,52641,IA,"MOUNT PLEASANT","407 S WHITE ST",3,3
161357,"PALO ALTO COUNTY HOSPITAL",7128525500,VERDADEIRO,VERDADEIRO,50536,IA,EMMETSBURG,"3201 1ST STREET",3,3
161358,"WAYNE COUNTY HOSPITAL",6418722260,VERDADEIRO,VERDADEIRO,50060,IA,CORYDON,"417 SOUTH EAST STREET",3,3
161359,"BURGESS HEALTH CENTER",7124232311,VERDADEIRO,VERDADEIRO,51040,IA,ONAWA,"1600 DIAMOND STREET",3,10
161360,"ORANGE CITY AREA HEALTH SYSTEM",7127374984,VERDADEIRO,VERDADEIRO,51041,IA,"ORANGE CITY","1000 LINCOLN CIRCLE SE",3,9
161361,"VAN DIEST MEDICAL CENTER",5158329400,VERDADEIRO,VERDADEIRO,50595,IA,"WEBSTER CITY","2350 HOSPITAL DRIVE",3,3
161362,"CHEROKEE REGIONAL MEDICAL CENTER",7122255101,VERDADEIRO,VERDADEIRO,51012,IA,CHEROKEE,"300 SIOUX VALLEY DRIVE",3,10
161363,"MONTGOMERY COUNTY MEMORIAL HOSPITAL",7126237000,VERDADEIRO,VERDADEIRO,51566,IA,"RED OAK","2301 EASTERN AVENUE",3,3
161364,"JEFFERSON COUNTY HEALTH CENTER",6414724111,VERDADEIRO,VERDADEIRO,52556,IA,FAIRFIELD,"2000 S MAIN",3,3
161365,"GREATER REGIONAL MEDICAL CENTER",6417827091,VERDADEIRO,VERDADEIRO,50801,IA,CRESTON,"1700 WEST TOWNLINE ROAD",3,3
161366,"SHENANDOAH MEDICAL CENTER",7122461230,VERDADEIRO,VERDADEIRO,51601,IA,SHENANDOAH,"300 PERSHING AVENUE",3,10
161367,"PELLA REGIONAL HEALTH CENTER",6416283150,VERDADEIRO,VERDADEIRO,50219,IA,PELLA,"404 JEFFERSON STREET",3,9
161368,"FLOYD VALLEY HOSPITAL",7125467871,VERDADEIRO,VERDADEIRO,51031,IA,"LE MARS","714 LINCOLN ST NE",3,6
161369,"CRAWFORD COUNTY MEMORIAL HOSPITAL",7122652500,VERDADEIRO,VERDADEIRO,51442,IA,DENISON,"100 MEDICAL PARKWAY",3,9
161370,"LORING HOSPITAL",7126627105,VERDADEIRO,VERDADEIRO,50583,IA,"SAC CITY","211 HIGHLAND AVENUE PO BOX 217",3,10
161371,"WINNESHIEK MEDICAL CENTER",5633822911,VERDADEIRO,VERDADEIRO,52101,IA,DECORAH,"901 MONTGOMERY STREET",3,3
161372,"BOONE COUNTY HOSPITAL",5154323140,VERDADEIRO,VERDADEIRO,50036,IA,BOONE,"1015 UNION STREET",3,3
161373,"RINGGOLD COUNTY HOSPITAL",6414643226,VERDADEIRO,VERDADEIRO,50854,IA,"MOUNT AYR","504 NORTH CLEVELAND STREET",3,3
