id_class;id_hospital;rating;comentario;data_classificacao
1099;110135;3;;2017-05-20
1100;41310;3;;2017-05-20
1101;40069;2;;2017-05-20
1102;50616;3;;2017-05-20
1103;100252;3;;2017-05-20
1104;110015;3;;2017-05-20
1105;50045;2;;2017-05-20
1106;41321;3;;2017-05-20
1107;10112;3;;2017-05-20
1108;30105;5;;2017-05-20
1109;100125;3;;2017-05-20
1110;30068;3;;2017-05-20
1111;50396;5;;2017-05-20
1112;10120;3;;2017-05-20
1113;50300;2;;2017-05-20
1114;10104;2;;2017-05-20
1115;110146;3;;2017-05-20
1116;10091;3;;2017-05-20
1117;50609;4;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1118;100090;3;;2017-05-20
1119;51304;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1120;61310;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1121;110073;3;;2017-05-20
1122;50745;2;;2017-05-20
1123;50765;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1124;30115;4;;2017-05-20
1125;30037;3;;2017-05-20
1126;100088;3;;2017-05-20
1127;80004;3;;2017-05-20
1128;100057;3;;2017-05-20
1129;100249;2;;2017-05-20
1130;100084;2;;2017-05-20
1131;50425;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1132;100206;3;;2017-05-20
1133;50121;2;;2017-05-20
1134;50357;5;;2017-05-20
1135;51305;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1136;50104;3;;2017-05-20
1137;41316;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1138;10019;2;;2017-05-20
1139;41302;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1140;100259;1;;2017-05-20
1141;10085;2;;2017-05-20
1142;31312;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1143;53311;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1144;30103;5;;2017-05-20
1145;61314;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1146;50674;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1147;30113;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1148;30024;3;;2017-05-20
1149;53300;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1150;100062;2;;2017-05-20
1151;30006;3;;2017-05-20
1152;100180;2;;2017-05-20
1153;41308;3;;2017-05-20
1154;61301;3;;2017-05-20
1155;100243;3;;2017-05-20
1156;50411;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1157;50127;3;;2017-05-20
1158;100039;2;;2017-05-20
1159;51303;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1160;50546;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1161;110008;3;;2017-05-20
1162;50498;4;;2017-05-20
1163;30088;4;;2017-05-20
1164;50242;4;;2017-05-20
1165;60049;4;;2017-05-20
1166;41313;3;;2017-05-20
1167;70017;3;;2017-05-20
1168;10034;4;;2017-05-20
1169;50723;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1170;110054;3;;2017-05-20
1171;60009;3;;2017-05-20
1172;30107;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1173;110044;3;;2017-05-20
1174;110006;4;;2017-05-20
1175;50168;3;;2017-05-20
1176;20017;3;;2017-05-20
1177;110026;4;;2017-05-20
1178;50502;4;;2017-05-20
1179;41318;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1180;50118;3;;2017-05-20
1181;21302;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1182;50528;3;;2017-05-20
1183;90003;1;;2017-05-20
1184;50726;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1185;50769;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1186;61316;3;;2017-05-20
1187;50348;2;;2017-05-20
1188;100043;4;;2017-05-20
1189;110087;4;;2017-05-20
1190;103303;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1191;93300;0;Results are 0 for this reporting period;2017-05-20
1192;60118;4;;2017-05-20
1193;50009;3;;2017-05-20
1194;110078;3;;2017-05-20
1195;50313;3;;2017-05-20
1196;100081;4;;2017-05-20
1197;30131;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1198;110027;3;;2017-05-20
1199;50137;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1200;10083;3;;2017-05-20
1201;30064;1;;2017-05-20
1202;50195;3;;2017-05-20
1203;50153;2;;2017-05-20
1204;100276;2;;2017-05-20
1205;10102;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1206;100302;2;;2017-05-20
1207;21303;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1208;50492;2;;2017-05-20
1209;110045;3;;2017-05-20
1210;51309;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1211;100187;3;;2017-05-20
1212;61312;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1213;41312;3;;2017-05-20
1214;110130;3;;2017-05-20
1215;40062;3;;2017-05-20
1216;10007;2;;2017-05-20
1217;50633;3;;2017-05-20
1218;21314;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1219;30001;2;;2017-05-20
1220;60071;3;;2017-05-20
1221;100322;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1222;40153;3;;2017-05-20
1223;50624;3;;2017-05-20
1224;10113;2;;2017-05-20
1225;50179;3;;2017-05-20
1226;61327;3;;2017-05-20
1227;50278;4;;2017-05-20
1228;70027;2;;2017-05-20
1229;50078;3;;2017-05-20
1230;50139;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1231;50122;2;;2017-05-20
1232;40085;2;;2017-05-20
1233;50549;3;;2017-05-20
1234;50393;3;;2017-05-20
1235;51325;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1236;50289;2;;2017-05-20
1237;50239;4;;2017-05-20
1238;60036;3;;2017-05-20
1239;100253;4;;2017-05-20
1240;10011;2;;2017-05-20
1241;50036;2;;2017-05-20
1242;30014;3;;2017-05-20
1243;50159;2;;2017-05-20
1244;30134;3;;2017-05-20
1245;30085;3;;2017-05-20
1246;43300;0;Results are 0 for this reporting period;2017-05-20
1247;10073;3;;2017-05-20
1248;100179;3;;2017-05-20
1249;110115;1;;2017-05-20
1250;50305;2;;2017-05-20
1251;61319;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1252;61304;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1253;60075;3;;2017-05-20
1254;10146;3;;2017-05-20
1255;70012;3;;2017-05-20
1256;51319;3;;2017-05-20
1257;50090;4;;2017-05-20
1258;10168;4;;2017-05-20
1259;100032;2;;2017-05-20
1260;40134;4;;2017-05-20
1261;100212;2;;2017-05-20
1262;50101;3;;2017-05-20
1263;50099;2;;2017-05-20
1264;51335;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1265;60028;4;;2017-05-20
1266;10052;3;;2017-05-20
1267;110076;2;;2017-05-20
1268;50040;2;;2017-05-20
1269;100087;5;;2017-05-20
1270;61308;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1271;50376;2;;2017-05-20
1272;53305;0;Results are 0 for this reporting period;2017-05-20
1273;50197;4;;2017-05-20
1274;30087;3;;2017-05-20
1275;50548;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1276;70020;3;;2017-05-20
1277;110107;2;;2017-05-20
1278;30033;3;;2017-05-20
1279;61302;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1280;110125;4;;2017-05-20
1281;100001;1;;2017-05-20
1282;101305;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1283;40076;3;;2017-05-20
1284;50113;3;;2017-05-20
1285;110129;3;;2017-05-20
1286;60030;3;;2017-05-20
1287;70010;2;;2017-05-20
1288;100049;2;;2017-05-20
1289;90001;1;;2017-05-20
1290;100014;2;;2017-05-20
1291;50739;4;;2017-05-20
1292;110023;5;;2017-05-20
1293;50748;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1294;50677;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1295;50457;3;;2017-05-20
1296;100008;3;;2017-05-20
1297;31304;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1298;50194;3;;2017-05-20
1299;51333;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1300;10149;5;;2017-05-20
1301;33302;0;Results are 0 for this reporting period;2017-05-20
1302;100086;2;;2017-05-20
1303;50455;2;;2017-05-20
1304;110104;3;;2017-05-20
1305;20001;3;;2017-05-20
1306;50766;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1307;83300;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1308;21305;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1309;50126;2;;2017-05-20
1310;40017;3;;2017-05-20
1311;50397;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1312;110002;3;;2017-05-20
1313;100046;3;;2017-05-20
1314;41311;3;;2017-05-20
1315;100277;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1316;50279;2;;2017-05-20
1317;100132;3;;2017-05-20
1318;50131;4;;2017-05-20
1319;50407;3;;2017-05-20
1320;110064;2;;2017-05-20
1321;50760;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1322;70036;3;;2017-05-20
1323;110007;1;;2017-05-20
1324;51323;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1325;50292;3;;2017-05-20
1326;30083;2;;2017-05-20
1327;50779;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1328;50350;3;;2017-05-20
1329;101300;3;;2017-05-20
1330;110122;3;;2017-05-20
1331;101301;3;;2017-05-20
1332;70038;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1333;10100;4;;2017-05-20
1334;10001;3;;2017-05-20
1335;60011;3;;2017-05-20
1336;70003;3;;2017-05-20
1337;10144;2;;2017-05-20
1338;40072;4;;2017-05-20
1339;30110;2;;2017-05-20
1340;50426;3;;2017-05-20
1341;110150;3;;2017-05-20
1342;60008;3;;2017-05-20
1343;50714;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1344;61321;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1345;100121;3;;2017-05-20
1346;100127;3;;2017-05-20
1347;50231;3;;2017-05-20
1348;50742;2;;2017-05-20
1349;10169;4;;2017-05-20
1350;33301;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1351;171343;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1352;213300;0;Data suppressed by CMS for one or more quarters;2017-05-20
1353;171337;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1354;131318;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1355;191313;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1356;151335;4;;2017-05-20
1357;171354;4;;2017-05-20
1358;111329;3;;2017-05-20
1359;150026;3;;2017-05-20
1360;140228;4;;2017-05-20
1361;210063;0;Data suppressed by CMS for one or more quarters;2017-05-20
1362;170120;4;;2017-05-20
1363;160153;3;;2017-05-20
1364;161320;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1365;210045;0;Data suppressed by CMS for one or more quarters;2017-05-20
1366;210057;0;Data suppressed by CMS for one or more quarters;2017-05-20
1367;170175;3;;2017-05-20
1368;131303;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1369;200050;5;;2017-05-20
1370;220036;3;;2017-05-20
1371;140077;2;;2017-05-20
1372;140095;3;;2017-05-20
1373;121308;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1374;200008;4;;2017-05-20
1375;171352;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1376;150048;4;;2017-05-20
1377;140177;1;;2017-05-20
1378;180051;2;;2017-05-20
1379;140242;3;;2017-05-20
1380;220052;3;;2017-05-20
1381;140117;4;;2017-05-20
1382;190102;4;;2017-05-20
1383;141301;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1384;120006;3;;2017-05-20
1385;120007;3;;2017-05-20
1386;181325;3;;2017-05-20
1387;190053;3;;2017-05-20
1388;140122;4;;2017-05-20
1389;180044;2;;2017-05-20
1390;190054;3;;2017-05-20
1391;151330;3;;2017-05-20
1392;150115;5;;2017-05-20
1393;111304;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1394;120002;3;;2017-05-20
1395;210016;0;Data suppressed by CMS for one or more quarters;2017-05-20
1396;151315;3;;2017-05-20
1397;151324;2;;2017-05-20
1398;150158;5;;2017-05-20
1399;171362;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1400;150001;4;;2017-05-20
1401;131305;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1402;161308;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1403;170017;3;;2017-05-20
1404;121307;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1405;151316;3;;2017-05-20
1406;220058;3;;2017-05-20
1407;171334;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1408;190255;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1409;170187;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1410;161370;3;;2017-05-20
1411;210056;0;Data suppressed by CMS for one or more quarters;2017-05-20
1412;201310;4;;2017-05-20
1413;190020;2;;2017-05-20
1414;210043;0;Data suppressed by CMS for one or more quarters;2017-05-20
1415;220062;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1416;140008;3;;2017-05-20
1417;180001;4;;2017-05-20
1418;160008;2;;2017-05-20
1419;141339;4;;2017-05-20
1420;170146;4;;2017-05-20
1421;140239;3;;2017-05-20
1422;180011;3;;2017-05-20
1423;180115;3;;2017-05-20
1424;190079;3;;2017-05-20
1425;140223;3;;2017-05-20
1426;181308;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1427;140054;2;;2017-05-20
1428;183300;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1429;181306;3;;2017-05-20
1430;210060;0;Data suppressed by CMS for one or more quarters;2017-05-20
1431;111331;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1432;171366;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1433;191323;3;;2017-05-20
1434;190218;3;;2017-05-20
1435;180027;3;;2017-05-20
1436;150004;3;;2017-05-20
1437;161367;4;;2017-05-20
1438;110226;2;;2017-05-20
1439;161336;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1440;110191;2;;2017-05-20
1441;170013;3;;2017-05-20
1442;190140;2;;2017-05-20
1443;201311;3;;2017-05-20
1444;190041;4;;2017-05-20
1445;170009;4;;2017-05-20
1446;140197;3;;2017-05-20
1447;110189;3;;2017-05-20
1448;141316;3;;2017-05-20
1449;180012;4;;2017-05-20
1450;150102;3;;2017-05-20
1451;140179;2;;2017-05-20
1452;180149;4;;2017-05-20
1453;190004;4;;2017-05-20
1454;150169;3;;2017-05-20
1455;150024;2;;2017-05-20
1456;181315;3;;2017-05-20
1457;210058;0;Data suppressed by CMS for one or more quarters;2017-05-20
1458;160024;4;;2017-05-20
1459;191326;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1460;190208;3;;2017-05-20
1461;170196;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1462;140290;4;;2017-05-20
1463;190007;4;;2017-05-20
1464;151331;3;;2017-05-20
1465;190236;5;;2017-05-20
1466;180138;3;;2017-05-20
1467;150056;2;;2017-05-20
1468;181318;4;;2017-05-20
1469;190312;3;;2017-05-20
1470;161346;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1471;161303;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1472;180018;2;;2017-05-20
1473;150030;4;;2017-05-20
1474;220063;2;;2017-05-20
1475;141344;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1476;170133;4;;2017-05-20
1477;140184;2;;2017-05-20
1478;150007;3;;2017-05-20
1479;150183;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1480;140082;2;;2017-05-20
1481;131319;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1482;140289;3;;2017-05-20
1483;160033;4;;2017-05-20
1484;161344;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1485;113300;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1486;171323;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1487;140058;3;;2017-05-20
1488;170075;3;;2017-05-20
1489;161343;4;;2017-05-20
1490;181310;3;;2017-05-20
1491;190256;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1492;111325;3;;2017-05-20
1493;220049;3;;2017-05-20
1494;161323;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1495;123301;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1496;210033;0;Data suppressed by CMS for one or more quarters;2017-05-20
1497;140043;4;;2017-05-20
1498;190011;3;;2017-05-20
1499;201313;3;;2017-05-20
1500;150091;4;;2017-05-20
1501;161305;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1502;210015;0;Data suppressed by CMS for one or more quarters;2017-05-20
1503;110225;3;;2017-05-20
1504;140206;2;;2017-05-20
1505;150018;4;;2017-05-20
1506;140127;3;;2017-05-20
1507;181314;3;;2017-05-20
1508;220008;3;;2017-05-20
1509;130006;5;;2017-05-20
1510;120019;2;;2017-05-20
1511;131320;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
1512;140213;4;;2017-05-20
1513;141325;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1514;190026;3;;2017-05-20
1515;150165;3;;2017-05-20
1516;151318;3;;2017-05-20
1517;220065;4;;2017-05-20
1518;170016;3;;2017-05-20
1519;170012;3;;2017-05-20
1520;210028;0;Data suppressed by CMS for one or more quarters;2017-05-20
1521;171369;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1522;181323;3;;2017-05-20
1523;110177;2;;2017-05-20
1524;150160;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1525;190267;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1526;141348;3;;2017-05-20
1527;161355;3;;2017-05-20
1528;151327;2;;2017-05-20
1529;180116;3;;2017-05-20
1530;150168;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1531;210022;0;Data suppressed by CMS for one or more quarters;2017-05-20
1532;150179;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1533;121303;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1534;151305;4;;2017-05-20
1535;210013;0;Data suppressed by CMS for one or more quarters;2017-05-20
1536;160067;4;;2017-05-20
1537;190245;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1538;210039;0;Data suppressed by CMS for one or more quarters;2017-05-20
1539;180101;3;;2017-05-20
1540;120001;4;;2017-05-20
1541;170123;4;;2017-05-20
1542;170182;3;;2017-05-20
1543;111305;3;;2017-05-20
1544;160101;3;;2017-05-20
1545;190050;3;;2017-05-20
1546;150005;4;;2017-05-20
1547;111300;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1548;180035;4;;2017-05-20
1549;171339;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1550;190307;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1551;200020;4;;2017-05-20
1552;210002;0;Data suppressed by CMS for one or more quarters;2017-05-20
1553;140089;3;;2017-05-20
1554;170039;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1555;210034;0;Data suppressed by CMS for one or more quarters;2017-05-20
1556;170110;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1557;180064;3;;2017-05-20
1558;180132;2;;2017-05-20
1559;110168;4;;2017-05-20
1560;190251;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1561;190064;2;;2017-05-20
1562;171301;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1563;150059;4;;2017-05-20
1564;190263;4;;2017-05-20
1565;141318;4;;2017-05-20
1566;110190;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1567;140030;4;;2017-05-20
1568;160147;3;;2017-05-20
1569;140211;4;;2017-05-20
1570;191305;3;;2017-05-20
1571;151323;4;;2017-05-20
1572;141307;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1573;130003;3;;2017-05-20
1574;213301;0;Data suppressed by CMS for one or more quarters;2017-05-20
1575;150173;3;;2017-05-20
1576;201307;4;;2017-05-20
1577;210037;0;Data suppressed by CMS for one or more quarters;2017-05-20
1578;171381;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1579;171377;4;;2017-05-20
1580;171319;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1581;190313;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1582;210023;0;Data suppressed by CMS for one or more quarters;2017-05-20
1583;151307;3;;2017-05-20
1584;140114;3;;2017-05-20
1585;160058;4;;2017-05-20
1586;220035;4;;2017-05-20
1587;171358;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1588;150150;4;;2017-05-20
1589;171367;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1590;140291;5;;2017-05-20
1591;171311;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1592;111319;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1593;171320;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1594;171365;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1595;180043;3;;2017-05-20
1596;140113;3;;2017-05-20
1597;150047;2;;2017-05-20
1598;141317;4;;2017-05-20
1599;161326;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1600;140250;4;;2017-05-20
1601;220066;3;;2017-05-20
1602;171364;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1603;180036;3;;2017-05-20
1604;140059;3;;2017-05-20
1605;210004;0;Data suppressed by CMS for one or more quarters;2017-05-20
1606;141305;4;;2017-05-20
1607;171309;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1608;141309;4;;2017-05-20
1609;160080;2;;2017-05-20
1610;161339;4;;2017-05-20
1611;170105;3;;2017-05-20
1612;140158;2;;2017-05-20
1613;140217;3;;2017-05-20
1614;170122;3;;2017-05-20
1615;121305;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
1616;150166;4;;2017-05-20
1617;170185;4;;2017-05-20
1618;140013;3;;2017-05-20
1619;190183;3;;2017-05-20
1620;140125;2;;2017-05-20
1621;191309;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1622;160083;3;;2017-05-20
1623;170191;3;;2017-05-20
1624;201315;3;;2017-05-20
1625;110234;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1626;220029;3;;2017-05-20
1627;111332;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1628;161380;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1629;151313;4;;2017-05-20
1630;131314;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1631;200039;4;;2017-05-20
1632;190025;3;;2017-05-20
1633;171355;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1634;161376;3;;2017-05-20
1635;111311;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1636;161327;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1637;120005;4;;2017-05-20
1638;201300;3;;2017-05-20
1639;140046;2;;2017-05-20
1640;150088;4;;2017-05-20
1641;141335;4;;2017-05-20
1642;110184;3;;2017-05-20
1643;151306;3;;2017-05-20
1644;140181;2;;2017-05-20
1645;191321;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1646;170145;3;;2017-05-20
1647;160079;4;;2017-05-20
1648;161364;4;;2017-05-20
1649;160122;4;;2017-05-20
1650;140200;4;;2017-05-20
1651;150109;4;;2017-05-20
1652;130018;4;;2017-05-20
1653;140145;4;;2017-05-20
1654;180105;2;;2017-05-20
1655;151311;4;;2017-05-20
1656;161334;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1657;120014;4;;2017-05-20
1658;120004;2;;2017-05-20
1659;190205;3;;2017-05-20
1660;161357;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1661;111327;3;;2017-05-20
1662;181322;3;;2017-05-20
1663;190298;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1664;150035;4;;2017-05-20
1665;130067;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1666;180066;3;;2017-05-20
1667;130065;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1668;210048;0;Data suppressed by CMS for one or more quarters;2017-05-20
1669;210061;0;Data suppressed by CMS for one or more quarters;2017-05-20
1670;190164;3;;2017-05-20
1671;131310;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1672;151328;3;;2017-05-20
1673;161316;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1674;131312;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1675;191303;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1676;161330;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
1677;170200;3;;2017-05-20
1678;190086;2;;2017-05-20
1679;171380;3;;2017-05-20
1680;190090;3;;2017-05-20
1681;150058;4;;2017-05-20
1682;180046;3;;2017-05-20
1683;140019;3;;2017-05-20
1684;210055;0;Data suppressed by CMS for one or more quarters;2017-05-20
1685;190300;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
